Start date,Start time,Machine No,Machine name,Process No,Line code,Line name,Leader,Problem detail,M/E,Finish date,Finish time,Bdtime,Repair time,Number of machine,BD.time,Status(Machine),Main PIC,Where,What happened,How,Failure category,Maint.category,Implementation detail,Root cause,Countermeasure Root cause,Status (Root cause),P.I.C (RC),Main reason for long time repair,Countermeasure long time breakdown,Status (Long Time),P.I.C (LT),Diagnosis,Spare Part,Tools,Work Ability,Setting Ability,Back up
18-02-26,02:05:00,KJ9139-2,"OBJ Assembly & Label Attachment, Visual Ins",141,GA,Gear Assy,,Can't check seration,M,18-02-26,02:20:15,15,15,1,15,Completed,Chayapon,jig check seration unit,Connector limit switch,Can't check seration,Cut,Soldering,"check confirm condition machine can't check seration and check connector limit switch cut
and solder connector new test working auto ok",PDT to hit,Move connector box new position,Completed,MT,Work Ability,Fixed by modifying connector (completed),Completed,MT,0,0,0,10,5,0
18-02-26,08:40:00,KJ9136-2,MCU Assembly & Pre-Tightening,100,GSA,Gear Sub-Assy,,Support MCU can't slide,M,18-02-26,09:25:00,45,40,1,45,Completed,Chaiwat,Jig assy MCU,Bolt,Can't assy MCU,Broken,Change,Check bolt lock support MCU broken check modle part in drawing check spare part at store have 4 pcs change new bolt lock support MCU test run machine ok,Bolt lock support MCU broken ( Disige ),Request pdt  visual check,Completed,MT,Tools,Request PDT self check,Completed,PDT,10,10,0,0,20,0
19-02-26,18:10:00,PR9070,"DMC Laser Marking, Dust Seal & 
Bearing Press-fit",10,SA,Sensor Assy,,Alarm press in cycle time out,M,19-02-26,18:30:00,20,20,1,20,Completed,Amarin,Press unit,Photo sensor,Can't press,On remain,Cleaning,Check alarm machine check limit sensor ok check cylinder press ok check promgram plc manual step working ok clening photo sensor(x029) test run machine ok pdt auto run machine ok,Photo sensor dirty,Cleaning,Completed,MT,Diagnosis,Create trouble shooting for problem inspection,Completed,MT,15,0,0,5,0,0
19-02-26,21:00:08,CV9002,Reverse Pallet Conveyance,70,GA,Gear Assy,,Pallet truck forward side pallet sensor fault,M,19-02-26,21:10:53,10,10,1,10,Completed,Anuntasuk,Station Pallet unit,Stopper,Can't auto pallet,Position NG,Adjust,Check alarm machine and adjust position stopper pallet and adjust air cylinder forward pallet and cleaning clamp pallet and test run machine OK,Position pallet NG,Check position palate all model,Completed,PDT,Diagnosis,No preventive measure available yet,Completed,PE,0,0,0,0,10,0
20-02-26,05:00:00,ME9070,Teeth Side Straightening,80,RB,Rack Machining,,5 Axis servo alarm (Slide unit sticky),M,20-02-26,12:00:00,340,340,1,340,Completed,Apisit,Axis 5 unit,Slide way,Can't move,Wear,Change,Check confirm alarm 5 asix servo test jog slide can't slide take off check part slide unit have bari maker change new jig blog v and setting alignment test jog servo 5 slide ok,Jig blog v slide part have burr ( No heat ),Maker heat slide way,Completed,PE,Work Ability,Maker fixed by replacing problematic parts with heat-resistant type (completed),Temporary,PE,30,0,210,90,10,0
20-02-26,14:10:00,PR9071,P/S Bearing Press-fit & Ring Caulking,20,SA,Sensor Assy,,Alarm BRG press-in DPM-NG,M,20-02-26,19:20:00,280,280,1,280,Completed,Amarin,Jig press unit,Jig,Concentric over,,Adjust,Check jig support bearings return jig bearing linear center manual press ng check jig upper & lower concentric ng = 145 micron adjust concentric new = -18 micron set origin servo press new,Jig upper & lower concentric over spec,Check concentric and palallel,Completed,MT,Work Ability,Set plan to check concentric machine,Completed,MT,50,0,0,20,210,0
20-02-26,20:40:02,HT9006,"Ball Screw Side Induction 
Hardening And Tempering",140,RB,Rack Machining,,Quality NG,M,20-02-26,21:10:04,30,30,1,30,Completed,Apisit,Griper clamp unit,Griper,Have fins,Quality NG,Repair,Check prat have fins and check ST output and check griper clamp have fins and repair gripper clamp and test run machine OK,Griper clamp have burr,Burr removal,Completed,MT,Spare Part,Stock spare part,Completed,PE,5,15,0,10,0,0
20-02-26,15:40:00,HT9006,"Ball Screw Side Induction 
Hardening And Tempering",140,RB,Rack Machining,,Quality NG (Rack bar dent),M,20-02-26,18:30:00,150,150,1,150,Completed,Chaiwat,Griper clamp unit,Gripper clamp st1,Bari,Quality NG,Burr removal,Check scratches on the part were identified as originating check confirm alignment gripper clamp st1 take off gripper clamp have bari burr removal assemble test run and check quality ok,Gripper clamp r st1 have burr,Burr removal,Completed,MT,Spare Part,Stock spare part,Completed,PE,5,15,0,120,10,0
20-02-26,21:50:46,HT9006,"Ball Screw Side Induction 
Hardening And Tempering",140,RB,Rack Machining,,Transport chuck SLS error,M,20-02-26,22:00:36,10,10,1,10,Completed,Apisit,Griper clamp unit,Sensor,Can't auto run,Not on,Adjust,Check conveyer chuck 5 not on and check sensor confirm work not on and adjust position sensor new and test run machine OK,Sensor not on ( Position NG ),Lock sensor,Completed,MT,,,Completed,MT,5,0,0,5,0,0
21-02-26,02:00:23,WM9062,Washing & Air blow,30,RH1,Housing Assy No.1,,Machine to hit,M,21-02-26,02:10:08,10,10,1,10,Completed,Chayapol,Jig support unit,Jig clamp housing,Part not and,Quality NG,Adjust,Check  con firm condition machine and manual jog home position and check jig clamp housing unot ko and test run machine Ok,,,,,Diagnosis,Request PDT set part OK,Completed,PDT,0,0,0,0,10,0
23-02-26,15:18:13,HT9005,"Teeth Side Induction Hardening 
And Tempering",70,RB,Rack Machining,,Alarm air pressure erorr,M,23-02-26,15:28:47,10,10,1,10,Completed,Chayapon,Air servist unit,Air reguleter,Air pressure erorr,Presess drop,Adjust,Check machine working and check air pressure air drob and adjust air 0.35 -0.4 apm,Air main pressure drop ( Not sure ),Change new air regulator,Completed,MT,,,Completed,MT,0,0,0,10,0,0
23-02-26,15:10:00,MX9020,Brushing And Back Side Buffing,160,RB,Rack Machining,Jarurot,Alarm buff spindle up down servo fault,E,23-02-26,15:20:00,10,10,1,10,Completed,Apisit,Buff spindle up down unit,Signal PLC,Running remain,Error,Reset,"Check signal PLC (X108,Ax1) error, Reset alarm and test run machine ok",(Root cause is still unknown),Request PE infromation to maker,Temporary,PE,,,Completed,MT,0,0,0,10,0,0
23-02-26,09:40:19,KJ9136-2,MCU Assembly & Pre-Tightening,100,GSA,Gear Sub-Assy,,MCU grease cycle time out,E,23-02-26,10:00:09,20,20,1,20,Completed,Anuntasuk,Camera unit,Camera,Can't check,Error,Reset,Check alarm machine and check part mcu and check camera and pe reset traceability and test run machine OK,Traceability system error,"Request PE,MIS check",Completed,MT,Diagnosis,Fix traceability system to prevent error,Temporary,PE,5,0,0,10,5,0
23-02-26,14:00:00,BH9010,Teeth Broaching,50,RB,Rack Machining,Jarurot,Oil washing leak,M,23-02-26,14:50:00,40,40,1,40,Completed,Apisit,Oil washing system,Rail oil washing return,Can't return,Clogged,Cleaning,"Check oil washing can't return to tank, Check rail oil washing return to tank clogged, Cleaning rail oil washing return, Test run ok",There is debris clogging the coolant return channel.,Request PDT set plan cleaning,Completed,PDT,Work Ability,Make JI cleaning,Completed,PDT,10,0,0,30,0,0
23-02-26,11:00:08,ME9084,"Yoke clearance adjustment 
and yoke plug caulking",30,GA,Gear Assy,,Quality NG,M,23-02-26,15:00:04,170,170,1,170,Completed,Chayapon,Jig caulking unit,Unitren,Position jig caulking ng,Wear,Change,check comfirm position jig cualking and change new unitren and cleaning linea screw check angle,Unitren wear ( Not sure ),Change new unitrain,Completed,MT,Diagnosis,Root cause of this problem not yet identified; PE is consulting with JJP to find the cause,Temporary,PE,15,0,0,80,75,0
24-02-26,15:00:59,HT9005,"Teeth Side Induction Hardening 
And Tempering",70,RB,Rack Machining,,Alarm air pressure erorr,M,24-02-26,15:20:33,20,20,1,20,Completed,Chayapon,Air servist unit,Air reguleter,Air pressure erorr,Presess drop,Adjust,Check machine working and check air main pressure air drob and adjust air 0.35 -0.45 apm,Air main pressure drop ( Not sure ),Change new air regulator,Completed,MT,,,Completed,MT,0,0,0,20,0,0
24-02-26,10:40:59,ME9084,"Yoke clearance adjustment 
and yoke plug caulking",30,GA,Gear Assy,,Staking pin check ng,E,24-02-26,10:45:50,5,5,1,5,Completed,Anuntasuk,Camera unit,Camera,Can't check,Position NG,Adjust,Check alarn machine and check camera check jig and adjust position tool camera new and test run machine OK,Position tool NG,Setting tool camera all model new,Completed,PE,Work Ability,Training on machine operation method,Completed,PE,0,0,0,0,5,0
24-02-26,03:35:00,CV9004,FG Dolly Lifter,-,GA,Gear Assy,Arthid,Timing belt is rubber against the pulley,M,24-02-26,04:25:00,50,50,1,50,Completed,Amarin,Auto roller unit,Timing belt,Running noise,Alignment NG,Adjust,"Check timing belt for auto roller unit running noise, Check alignment timing belt NG, Adjust alignment timing belt ok",Timing belt alignment NG ( Position NG ),Set STD. position belt,Temporary,MT,Work Ability,Training on machine operation method,Completed,PE,5,5,0,30,10,0
25-02-26,22:15:00,ME9084,"Yoke clearance adjustment 
and yoke plug caulking",30,GA,Gear Assy,Arthid,Alarm panel PC response data abnormal,M,25-02-26,23:15:00,60,60,1,60,Completed,Chaiwat,Jig caulking unit,Urethane rubber for jig caulking,Caulking low limit,Wear,Change,Check yoke plug loosening torque value spec=14.8Nm > Check urethane rubber for jig caulking wear > Change new urethane rubber > Test run and check loosening torque=19.3Nm > QC check data N=3 ok,Urethane rubber for jig caulking wear,Add plan change rubber for jig caulking wear,Completed,MT,Diagnosis,PE assist with analysis,Temporary,PE,30,0,0,20,10,0
25-02-26,02:05:30,ME9084,"Yoke clearance adjustment 
and yoke plug caulking",30,GA,Gear Assy,,Alarm staking forward and back time out,M,25-02-26,02:30:09,25,25,1,25,Completed,Jakkrit,Jig sopport part unit,Caulking,Quality NG,Position NG,Adjust,Check alarm machine and check confirm position and pe adjust position calking 421.1 >> 423.8 mm and test run machine Ok,Position servo NG ( Caulking NG ),PE adjust position servo,Completed,PE,Diagnosis,PE training on machine operation method,Completed,PE,0,0,0,0,25,0
25-02-26,13:48:00,AM9035,Pulley Assembly & Blot Tightening,30,PSA,Pulley Sub-Assy,Ocah,Bolt pumping fault,M,25-02-26,14:20:00,32,32,1,32,Completed,Apisit,Bolt supply unit,Cylinder,Advance slow,Dirty,Cleaning,"Check support cylinder for bolt supply unit dirty, Cleaning support cylinder, Test run ok",Bolt dirty,Request PDT cleaning cylinder,Completed,PDT,Work Ability,Request PDT cleaning support,Completed,PDT,0,0,0,20,12,0
25-02-26,09:55:50,ME9084,"Yoke clearance adjustment 
and yoke plug caulking",30,GA,Gear Assy,,Panel pc response data abnormal,M,25-02-26,10:44:03,49,50,1,49,Completed,Anuntasuk,Jig check rack bar unit,Jig check rack bar,Gap angle NG,Dirty,Cleaning,Check alarm machine and check gap angle and check jig caulking and check jig check rack bar and cleaning and test run machine OK,Jig check rack bar dirty,Request PDT cleaning jig,Completed,PDT,Diagnosis,Root cause of this problem not yet identified; PE is consulting with JJP to find the cause,Temporary,PE,10,0,0,25,15,0
26-02-26,16:55:00,PR9068,Mount Bush Press-fit,30,RH2,Housing Assy No.2,Ocha,Alarm upper MB U/D controller abnormal,M,26-02-26,17:30:00,35,35,1,35,Completed,Apisit,Mount bush up-down unit,Jig upper & Jig lower,Press mount bush NG,Wear,Change,"Check jig press mount bush jig upper and jig lower NG, Change new jig upper and jig lower, Test press mount bush ok, QC cofirm data N=5 ok",Jig not work,PE new disige jig,On process,PE,Spare Part,PE investigate and countermeasure,Temporary,PE,0,0,0,20,15,0
26-02-26,14:20:00,PR9068,Mount Bush Press-fit,30,RH2,Housing Assy No.2,Ocha,Alarm upper MB U/D controller abnormal,M,26-02-26,14:30:00,10,10,1,10,Completed,Anuntasuk,Mount bush up-down unit,Jig upper,Press mount bush NG,Fins,Cleaning,"Check jig upper for press mount bush have fins, Cleaning jig upper, Test run ok",Jig not work,PE new disige jig,On process,PE,Spare Part,PE investigate and countermeasure,Temporary,PE,0,0,0,10,0,0
26-02-26,20:15:00,KJ9136-1,Rack Guide Assembly,90,GSA,Gear Sub-Assy,Arthid,Machine can't auto start,E,26-02-26,20:50:00,35,35,1,35,Completed,Jakkrit,Jig set part unit,Camera IV3,Can't confirm o-ring,Error,Setting,"Check camera IV3 confirm o-ring NG, Setting imaging mode IV3 from High Gain to HDR, Test run ok",Mode camera abnormal,Change new mode camera,Completed,MT,Work Ability,Training on machine operation,Completed,PE,5,0,0,10,20,0
27-02-26,05:30:00,RL9001,Rolling,110,RB,Rack Machining,Aekkachai,Alarm loading hand close confirm fault,E,27-02-26,06:00:00,15,30,2,7.5,Completed,Chaiwat,Loading hand unit,Photo sensor,Running remain,Loose,Lock,"Check photo sensor confirm loading hand close not on, Check connector photo sensor loose, Lock connector and test run ok",Connector sensor loose,Lock confirm connector sensor all point,Completed,MT,Diagnosis,Make trouble shooting,Completed,MT,20,0,0,10,0,0
27-02-26,18:20:13,KJ9134-2,Screw Tightening,40,GSA,Gear Sub-Assy,,Machine can't auto start,E,27-02-26,18:50:12,30,30,1,30,Completed,Apisit,Sensor unit,Sensor,Not check,Position NG,Adjust,Check current value position ng and check amp sensor not on and adjust position sensor new ok and setting work current and test run machine OK,Position NG ( Disige ),CM plan adjust position detection signal sensor new,Completed,MT,Work Ability,Find a more stable mounting point for support sensor,Completed,MT,10,0,0,10,20,0
27-02-26,13:20:02,CV9005,Chute Shaft P.C.D. Measurement,-,RSA,Rack Sub-Assy,,Machine running remain,M,27-02-26,13:30:19,10,10,1,10,Completed,Anuntasuk,Sensor unit,Sensor,Not supply,Position NG,Adjust,Check step machine and check X10E abnormal and check sensor  position ng and adjust position sensor new and test run machine OK,Position sensor NG,Adjust new position sensor,Completed,MT,Diagnosis,Training on machine operation method,Completed,PE,0,0,0,0,10,0
28-02-26,01:00:49,KJ9138-1,Bellows Assembly & Clip Assembly,120,GA,Gear Assy,,Alarm pokayoke sensor fault,E,28-02-26,01:50:02,50,50,1,50,Completed,Amarin,Pokayoke check unit,Sensor check pokayoke,Sensor not on,Broken,Change,Check condition machine and check soensor not on and check spare part and adjust sensor check pokayoke new test run machine OK,Part to hit,Set STD. positon sensor and change new model,Completed,MT,Work Ability,Make spare jig check pokayoke (Currently waiting for jig from PE order),Completed,PE,10,5,0,25,10,0
04-03-26,17:00:50,RB9000,"Robot for Teeth Skiving-O.D. 
Grinding Machine",-,PS,Pinion Machining,,Alarm power up no error,E,04-03-26,19:20:55,140,140,1,140,Completed,Chayapon,Robot unit,Cable robot,Can't auto start,Cut,Connect,Check confirm machine and list check alarm robot iai robot and test run check confirm condition robot remain and now check condition connect cable power iai ok,Flexi protect cable broken >>Cable cut,Keep cable new and PE order spare part cable,Completed,MT,Spare Part,Order cable IAI,Temporary,PE,40,20,0,70,10,0
04-03-26,09:20:42,WM9060,Washing & Air blow,90,PS,Pinion Machining,,Alarm time over work pickup fault,M,04-03-26,09:50:15,20,20,1,20,Completed,,Jig support unit,Jig support,Sensor not check part,Position NG,Adjust,Check alarm machine and check sensor not on and check position sensor ng and check position sensor ng and adjust position sensor new and adjust position jig support part ok,Jig set part wear,PE order jig new and change,Completed,PE,Work Ability,PE Training: How the machinery works.,Completed,PE,5,0,0,15,0,0
04-03-26,08:50:00,MI9001,Teeth Flats Milling,40,RB,Rack Machining,,Alarm work clamp fault,M,04-03-26,09:20:42,30,30,1,30,Completed,Chayapon,Jig work clamp unit,Jig work clamp,Not unclamp,Dirty,Cleaning,Check work clamp not clamp unclamp and check solinoid valve and tack off cover jig work clamp and cleaning jig work clamp new and test run machine ok,Inside cover have chip ,Add plan take off cover all unit cleaning ,Completed,MT,Work Ability,Training: How the machinery works.,Completed,MT,5,0,0,25,0,0
04-03-26,13:55:58,LA9072,I.D. Turning,70,PS,Pinion Machining,,Can't auto start,M,04-03-26,14:05:38,10,10,1,10,Completed,,Stopper unit,Jig stopper,Can't auto start,Broken,Change,Check jig stopper and take off jig stopper and change new jig stopper ok and test run machine ok,Jig stopper broken,PE order jig new and change,Completed,PE,Spare Part,Add stock,Temporary,PE,0,0,0,10,0,0
04-03-26,11:05:40,MX9022,DMC Laser Marking,10,RH1,Housing Assy No.1,,DMC laser marking faded,M,04-03-26,11:15:12,10,10,1,10,Completed,,DMC unit,DMC laser,DMC thin,Thin,Lock,Check jig rotation part and check couping rotation part and confirm lock bolt couping new and test run machine ok,,,,,,,,,,,,,,
04-03-26,21:10:57,KJ9135-2,Ring Assy Tightening,70,GSA,Gear Sub-Assy,,Spring jig broken,M,04-03-26,21:20:29,10,10,1,10,Completed,,Jig unit,Spring,Can't lock workpiece,Broken,Change,1check spring jig psture keeping broken 2check spare part not stock 3use the spring from jig psture keeping 581-583 4test run ok,Spring lock workpiece broken,Order spring (Model AWU10-60),Completed,PE,Diagnosis,Have PDT perform self maintenance to inspect spring jig,Temporary,PDT,0,5,0,5,0,0
04-03-26,10:20:24,WM9063,Washing & Air blow,40,RH2,Housing Assy No.2,,Washing not supply,M,04-03-26,10:55:22,35,35,1,35,Completed,,Washing unit,Solenoid valve,Can't auto start,Not supply,Not sure,Check alarm machine and check step machine and check pump supply washing and check press switch and check solinoid valve and test run machine ok,Washing not supply,Change new solenoid valve,,MT,Spare Part,PE request maker countermeasure,Temporary,PE,20,0,0,15,0,0
05-03-26,09:30:57,HT9006,"Ball Screw Side Induction 
Hardening And Tempering",140,RB,Rack Machining,,Alarm transfer chuck 3 error,M,05-03-26,13:45:15,195,195,1,195,Completed,Chayapon,Conveyor unit,Jig block set work,Not clamp part,Position NG,Adjust,Check alarm machine and check step machine and check position jig set work and check guide cylinder and setting position guide new and adjust air presser ok,Position jig ng,Alingment and adjust position guide cylinder new,Completed,MT,Diagnosis,PE Training: How the machinery works.,Completed,PE,130,0,0,40,25,0
05-03-26,20:15:07,AM9035,Pulley Assembly & Blot Tightening,30,PSA,Pulley Sub-Assy,,Camera check master ng check ok,E,05-03-26,20:45:27,30,30,1,30,Completed,,Camera unit,Camera,Can't check master ng check ok,Position NG,Adjust,1check confirm master tool camera ng ok 2adjust position camera new 3test check camera ok ng ok 4test run ok,Camera position NG (PDT day shif 5s ),"Information PDT: If implementing 5S, be careful to prevent the camera position from moving",Completed,PDT,Diagnosis,Request PDT to be careful during 5S activities,Completed,PDT,10,0,0,20,0,0
05-03-26,14:50:21,CV9004,FG Dolly Lifter,-,GA,Gear Assy,,Dolly can't move to agv,M,05-03-26,16:20:43,90,90,1,90,Completed,Anantasuk,Conveyor unit,Chain,Can't move,Cut,Repair,Check dolly can't move.Check roller rotation chain cut.Take off cover and change new connect chain.Test rotation roller ok.PDT run nachine ok,Connect chain cut,Request maker inspection machine new,Completed,PE,Diagnosis,PE training on machine operation,Temporary,PE,10,15,0,60,5,0
06-03-26,03:35:42,ME9081,Torque Sensor Calibration,80,GSA,Gear Sub-Assy,,Alarm Hsg clamp front and rear cylinder is time out,M,06-03-26,18:01:20,45,45,1,45,Completed,Jakkrit,Cylinder unit L,Stopper,"Not clamp, Sensor not end",Sensor NG,Change,1check alarm 2check cylinder advance sensor not end 3check position end not position 4check stopper end broken 4check spare part not stock 5change new stopper 6testrun ok,Stopper cylinder rack bar broken,PM check 2m/1,Completed,MT,Spare Part,PE order spare part,Completed,PE,5,10,0,20,10,0
06-03-26,15:25:25,PR9074,"Pre Assembly & S/H P/S 
Bearing Press-fit",70,SA,Sensor Assy,,Grease not supply,M,06-03-26,15:50:16,25,25,1,25,Completed,,Jig clamp unit,Sensor check part,Not on,Position NG,Adjust,Check alarm machine and check step machine and check auto sensor not end and check sensor clamp part not on and adjust position sensor check part new and test run machine ok,Position sensor ng,Lock position and mark sensor new,,MT,,,Temporary,,,,,,,
07-03-26,02:55:25,WM9059,Washing & Air blow,180,RB,Rack Machining,,Washing not returning,E,07-03-26,03:25:37,30,30,1,30,Completed,Sunthon,Pump unit,Contact  magnetic,Washing not return,Short circuit,Change,1check washing return slow 2check stanner wasshing return ok 3check washing pump motor not work 4check electricity magnetic pump short contact wear 5change new magnetic 6test run ok,contac macnetic wear,Add plan check contac macnetic,,MT,,,Temporary,,,,,,,
09-03-26,08:05:58,PR9068,Mount Bush Press-fit,30,RH2,Housing Assy No.2,,Alarm lowen holder feeding mistake,E,09-03-26,08:35:12,30,30,1,30,Completed,Jakkrit,Jig lower unit,Amp sensor check mount bush,Sensor on remains,Error,Setting,1check alamr machine 2check sensor check mount bush on remains 3adjust sensor check mount bush and setting amp sensor 4test run auto ok,Install sensor new,Cleaning and adjust,,MT,Diagnosis,Request PDT cleaning sensor,Completed,PDT,0,0,0,10,20,0
09-03-26,09:05:15,RL9001,Rolling,110,RB,Rack Machining,,Alarm LS sol chatter,M,09-03-26,10:00:23,45,45,2,22.5,Completed,Jakkrit,Auto door unit,Cylinder,Auto door not at the same time,Position NG,Adjust,1check alarm machine 2check system sensor shutter lower upper on-off ok 3adjust cylinder shutter upper open close new 4test run ok,Shutter door open unsmooth,Balance air cylinder ,,MT,Work Ability,PE Training: How the machinery works.,Temporary,PE,10,0,0,30,5,0
09-03-26,08:00:01,LA9068,Ends Machining,20,RB,Rack Machining,,Alarm machine cut out liter not up down,M,09-03-26,08:45:36,45,45,1,45,Completed,Amarin,Lifter unit,Solenoise,Lifter not up down,Short circuit,Switching,1check lifter can't up downe check solenoise valve lifter up down abnormal check spear part not have test switching coil solenoise valve test NG return coil test lifter up down ok,Not sure,Not sure,Temporary,PE,Spare Part,Order solenoid valve,Completed,PE,20,10,0,10,5,0
09-03-26,10:40:33,CV9019,"Conveyor Part for Rolling 
No.2  Machine",110,RB,Rack Machining,,Can't lock transfer unit,M,09-03-26,00:02:11,40,40,1,40,Completed,Sunthon,Lock transfer unit,Toggle clamp,Not lock,Broken,Welding,1check lock transfer unit not lock 2.check toggle clamp broken 3check spare part not stock 4take off and welding toogle clamp 4test lock toogle clamp ok 5pdt test run ok,,,,,,,,,,,,,,
09-03-26,20:35:09,ME9084,"Yoke clearance adjustment 
and yoke plug caulking",30,GA,Gear Assy,,Machine to hit (modle 5f00),M,09-03-26,21:15:14,40,40,1,40,Completed,Thitinon,Caulking unit,Caulking,Can't auto start,Position NG,Adjust,Check confirm jig caulking and PE adjust parameter caulking before=843.6mm>>after=825.1mm and test run machine ok,Position abnormal,Recheck cualking position all,Temporary,PE,Diagnosis,PE Recheck cualking position,Temporary,PE,0,0,0,35,5,0
09-03-26,09:50:14,ME9076,Sensor Balancing,60,SA,Sensor Assy,,Master on drop,E,09-03-26,10:00:05,20,20,1,20,Completed,,Relay master on unit,Relay,Not master on,Relay NG,Change,1check connection master on and check step relay sr2m ng 2cgeck spare part 3change new relay 4test run ok,,,,,,,,,,,,,,
10-03-26,15:30:20,ME9084,"Yoke clearance adjustment 
and yoke plug caulking",30,GA,Gear Assy,,Camera check pin NG,E,10-03-26,15:50:38,20,20,1,20,Completed,,Caulking unit,Camera,"Camera check ng, Tool ok ng",Camera NG,Adjust,1check confirm camera 2check confirm tool camera ng 3adjust tool master ok new 4test run ok,"Camera check NG (PE adjust position caulking, causing position shift )",Adjust tool master,Completed,MT,Work Ability,PE training on machine operation,Temporary,PE,0,0,0,20,0,0
10-03-26,21:50:07,ME9084,"Yoke clearance adjustment 
and yoke plug caulking",30,GA,Gear Assy,,Camera check pin NG,M,10-03-26,22:25:54,35,35,1,35,Completed,Chayapon,Caulking unit,Camera,Can't check pin caulking,Position NG,Setting,Check position caulking jig position NG.Adjust position jig and lock position.Set camera tool 3 point new.Test check pokayoke ok.PDT.Run machine ok,Position jig caulking NG (handle lock jig loose),Lock confirmhandle and set position tool camera new,Completed,MT,Work Ability,PE training on machine operation,Temporary,PE,5,0,0,25,5,0
10-03-26,20:40:46,KJ9137-2,Side Cover Tightening,130,GSA,Gear Sub-Assy,,Glue supply abnormal,M,10-03-26,21:00:27,20,20,1,20,Completed,Anantasuk,Glue supply unit,Dispenser,Supply glue abnormal,Over spec,Adjust,Check glue supply over spec.Adjust speed supply glue of dispenser new.PDT Drain glue system.Test supply glue ok.Qc keep dsta N5 ok.PDT run mc ok,Have air inside system,Before working plees drain glue system new,Completed,PDT,Diagnosis,Training on machine operation,Temporary,PDT,5,0,0,15,0,0
10-03-26,02:40:35,ME9078,Shaft P.C.D. Measurement,10,RSA,Rack Sub-Assy,,Machine running remain,E,10-03-26,02:55:36,15,15,1,15,Completed,Chayapon,Conveyor unit,Sensor,"Machine remain, Sensor abnormal",Abnormal,Adjust,Check alarm machine and home position machine and check sensor x10e andnormal and adjust position sensor and test run machine OK,Bolt lock loose,,,,,,,,,,,,,
10-03-26,09:00:49,KJ9138-1,Bellows Assembly & Clip Assembly,120,GA,Gear Assy,,Pokayoke sensor not check,E,10-03-26,09:15:14,15,15,1,15,Completed,Sunthon,Jig check pokayoke unit,Sensor,Not check,Loose,Lock,1check confition machine 2check proximity sensor losses 3check set screw not lock 4lock set screw new 5test run ok,Position proximity sensor NG (set screw lock proximity sensor lost),Add set screw and lock sensor,Completed,MT,Diagnosis,Training on machine operation method,Completed,PE,5,0,0,10,0,0
10-03-26,12:00:18,CV9002,Reverse Pallet Conveyance,70,GA,Gear Assy,,Machine running remain,M,10-03-26,13:10:00,30,30,1,30,Completed,Sunthon,Reverse pallet unit,Bolt lock stoper reverse,Not rotation,Broken,Change,1check confirm machine 2check pallet running remain 3return pallet 4test run ok,Not sure,Monitoring program PLC,Temporary,MT,Work Ability,Training on machine operation method,Completed,PE,5,0,0,20,5,0
10-03-26,15:15:19,CV9011,"Conveyor Part for Rolling 
No.1 Machine",110,RB,Rack Machining,,Transfer position ng,M,10-03-26,15:35:31,20,20,1,20,Completed,Sunthon,Transfer unit,Bolt lock transfer Jig stopper,Position ng,Loose,Adjust,1check Transfer work set part position ng 2New setting position Transfer unit ok 3Test mannaul Transfer work set part position ok 4test run ok,Transfer loader position NG,,,MT,,,Temporary,,,,,,,
11-03-26,20:10:20,ME9084,"Yoke clearance adjustment 
and yoke plug caulking",30,GA,Gear Assy,,Camera check jig caulking NG,M,11-03-26,20:30:14,20,20,1,20,Completed,Anantasuk,Caulking unit,Camera,Can't confirm jig,Position NG,Setting,Check position caulking jig position NG.Adjustment position jig and lock.Set camera check pin caulking new.Test check pokayoke ok.Qc keep N5 ok PDT run mc ok,Position jig caulking position NG,Lock position and check jig caulking new,Completed,MT,Work Ability,PE training on machine operation,Temporary,PE,5,0,0,10,5,0
11-03-26,02:50:48,CV9004,FG Dolly Lifter,-,GA,Gear Assy,,Dolly can't move position,M,11-03-26,03:10:58,20,20,1,20,Completed,Chayapon,Dolly liftter unit,Tesminal box,Fall off,Damaged,Lock,Check  dolly can't move position.Check terminal box fall off sticky dolly.Lock position terminal box new.Test move position dolly ok,Dolly to hit,Move position terminal box outside area dolly,Completed,MT,Diagnosis,PE training on machine operation,Completed,PE,5,0,0,10,5,0
11-03-26,09:40:11,ME9084,"Yoke clearance adjustment 
and yoke plug caulking",30,GA,Gear Assy,,Qaulity NG,M,11-03-26,10:10:07,20,20,1,20,Completed,Sunthon,Caulking unit,Camera,can't check,Position NG,Adjust,check camera check pin NG new setting camera tool check caulking new befor 1220.0mm after 1190mm ok pdt test run ok,Position jig caulking NG (handle lock jig loose),Lock confirmhandle and set position tool camera new,Completed,MT,Work Ability,PE training on machine operation,Temporary,PE,5,0,0,10,5,0
11-03-26,21:55:35,WM9062,Washing & Air blow,30,RH1,Housing Assy No.1,,Washing not supply,E,11-03-26,22:30:06,35,35,1,35,Completed,Anantasuk,Washing system,Solenoid valve,Can't open supply washing,Not sure,Check,Check PLC condition supply washing Y051 not on.Check pump on ok.PDT clear memmory new.Test run mc ok,Not sure (Maker checked on Saturday but still couldn't find the cause.),PE request maker come check condition pump injection ,,PE,Spare Part,PE request maker countermeasure,Temporary,PE,20,0,0,10,5,0
